index,code,name,network,location,elevation_m,site_property
SNOTEL:541_CA_SNTL,541_CA_SNTL,Independence Lake,SNOTEL,"{'latitude': '39.427520751953125', 'longitude': '-120.31342315673828'}",2541.42236328125,"{'county': 'Nevada', 'state': 'California', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160501020104|HUD=16050102|TimeZone=-8.0|actonId=20K05S|shefId=ILKC1|stationTriplet=541:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1091_AK_SNTL,1091_AK_SNTL,Independence Mine,SNOTEL,"{'latitude': '61.791168212890625', 'longitude': '-149.2796630859375'}",1082.0400390625,"{'county': 'Matanuska-Susitna', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1997 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190205051202|HUD=19020505|TimeZone=-9.0|actonId=49M26S|shefId=HATA2|stationTriplet=1091:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:542_CO_SNTL,542_CO_SNTL,Independence Pass,SNOTEL,"{'latitude': '39.075389862060547', 'longitude': '-106.61168670654297'}",3230.8798828125,"{'county': 'Pitkin', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100040101|HUD=14010004|TimeZone=-8.0|actonId=06K04S|shefId=IDPC2|stationTriplet=542:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:543_UT_SNTL,543_UT_SNTL,Indian Canyon,SNOTEL,"{'latitude': '39.891658782958984', 'longitude': '-110.74604034423828'}",2795.32080078125,"{'county': 'Duchesne', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600040701|HUD=14060004|TimeZone=-8.0|actonId=10K01S|shefId=ICYU1|stationTriplet=543:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:544_WY_SNTL,544_WY_SNTL,Indian Creek,SNOTEL,"{'latitude': '42.300228118896484', 'longitude': '-110.67752838134766'}",2872.739990234375,"{'county': 'Lincoln', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401070502|HUD=14040101|TimeZone=-8.0|actonId=10G22S|shefId=INCW4|stationTriplet=544:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:946_AK_SNTL,946_AK_SNTL,Indian Pass,SNOTEL,"{'latitude': '61.067668914794922', 'longitude': '-149.47950744628906'}",716.280029296875,"{'county': 'Anchorage', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190203020701|HUD=19020401|TimeZone=-9.0|actonId=49M08S|shefId=INPA2|stationTriplet=946:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1129_WA_SNTL,1129_WA_SNTL,Indian Rock,SNOTEL,"{'latitude': '45.990768432617188', 'longitude': '-120.80767059326172'}",1633.72802734375,"{'county': 'Klickitat', 'state': 'Washington', 'site_comments': 'beginDate=10/1/2008 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170701060301|HUD=17070106|TimeZone=-8.0|actonId=20D02S|shefId=IRKW1|stationTriplet=1129:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:266_WY_SNTL,266_WY_SNTL,Irish Rock,SNOTEL,"{'latitude': '44.049999237060547', 'longitude': '-109.33332824707031'}",2926.080078125,"{'county': 'Park', 'state': 'Wyoming', 'site_comments': 'beginDate=8/18/1980 12:00:00 AM|endDate=10/1/1992 12:00:00 AM|HUC=100800090204|HUD=10080009|TimeZone=-8.0|actonId=|shefId=IRHW4|stationTriplet=266:WY:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:545_OR_SNTL,545_OR_SNTL,Irish Taylor,SNOTEL,"{'latitude': '43.803680419921875', 'longitude': '-121.94792938232422'}",1688.592041015625,"{'county': 'Deschutes', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170703010106|HUD=17070301|TimeZone=-8.0|actonId=21F21S|shefId=BEDO3|stationTriplet=545:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1276_ID_SNTL,1276_ID_SNTL,Iron Mine Creek,SNOTEL,"{'latitude': '43.5561408996582', 'longitude': '-113.71826171875'}",1932.4320068359375,"{'county': 'Blaine', 'state': 'Idaho', 'site_comments': 'beginDate=9/15/2016 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402210401|HUD=|TimeZone=-8.0|actonId=13F10S|shefId=|stationTriplet=1276:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:546_ID_SNTL,546_ID_SNTL,Island Park,SNOTEL,"{'latitude': '44.4202995300293', 'longitude': '-111.38511657714844'}",1917.1920166015625,"{'county': 'Fremont', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402020601|HUD=17040202|TimeZone=-8.0|actonId=11E10S|shefId=ISPI1|stationTriplet=546:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:547_CO_SNTL,547_CO_SNTL,Ivanhoe,SNOTEL,"{'latitude': '39.292018890380859', 'longitude': '-106.54923248291016'}",3169.919921875,"{'county': 'Pitkin', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1991 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100040501|HUD=14010004|TimeZone=-8.0|actonId=06K10S|shefId=IVHC2|stationTriplet=547:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:548_NV_SNTL,548_NV_SNTL,Jack Creek Upper,SNOTEL,"{'latitude': '41.546749114990234', 'longitude': '-116.00517272949219'}",2248.509521484375,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501050201|HUD=17050105|TimeZone=-8.0|actonId=16H02S|shefId=JCUN2|stationTriplet=548:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1275_AK_SNTL,1275_AK_SNTL,Jack Wade Jct,SNOTEL,"{'latitude': '64.152900695800781', 'longitude': '-141.32693481445313'}",1092.7080078125,"{'county': 'Southeast Fairbanks', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/2015 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190705022204|HUD=|TimeZone=-8.0|actonId=41PP8S|shefId=JWJA2|stationTriplet=1275:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:549_NV_SNTL,549_NV_SNTL,Jacks Peak,SNOTEL,"{'latitude': '41.513599395751953', 'longitude': '-116.01170349121094'}",2567.63525390625,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1981 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501050201|HUD=17050105|TimeZone=-8.0|actonId=16H04S|shefId=JAPN2|stationTriplet=549:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:550_ID_SNTL,550_ID_SNTL,Jackson Peak,SNOTEL,"{'latitude': '44.050918579101563', 'longitude': '-115.44322204589844'}",2154.93603515625,"{'county': 'Boise', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501200304|HUD=17050111|TimeZone=-8.0|actonId=15E09S|shefId=JKPI1|stationTriplet=550:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:935_CO_SNTL,935_CO_SNTL,Jackwhacker Gulch,SNOTEL,"{'latitude': '39.566669464111328', 'longitude': '-105.80000305175781'}",3340.60791015625,"{'county': 'Clear Creek', 'state': 'Colorado', 'site_comments': 'beginDate=8/1/1998 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900020201|HUD=10190002|TimeZone=-8.0|actonId=05K26S|shefId=JWGC2|stationTriplet=935:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1211_NV_SNTL,1211_NV_SNTL,Jakes Creek,SNOTEL,"{'latitude': '41.568611145019531', 'longitude': '-115.03237152099609'}",2247.59521484375,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=12/23/2011 8:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402130308|HUD=17040213|TimeZone=-8.0|actonId=14H04S|shefId=JAKN2|stationTriplet=1211:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:551_CO_SNTL,551_CO_SNTL,Joe Wright,SNOTEL,"{'latitude': '40.532150268554688', 'longitude': '-105.88700103759766'}",3084.575927734375,"{'county': 'Larimer', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900070204|HUD=10190007|TimeZone=-8.0|actonId=05J37S|shefId=JWRC2|stationTriplet=551:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1036_AK_SNTL,1036_AK_SNTL,Johnsons Camp,SNOTEL,"{'latitude': '64.5645980834961', 'longitude': '-164.29257202148438'}",7.619999885559082,"{'county': 'Nome', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/2000 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190501042003|HUD=19050104|TimeZone=-9.0|actonId=64P01S|shefId=JCPA2|stationTriplet=1036:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1099_UT_SNTL,1099_UT_SNTL,Jones Corral,SNOTEL,"{'latitude': '38.071250915527344', 'longitude': '-112.16787719726563'}",2971.4951171875,"{'county': 'Garfield', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2007 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020507|HUD=16030002|TimeZone=-8.0|actonId=12L20S|shefId=JCRU1|stationTriplet=1099:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:970_CO_SNTL,970_CO_SNTL,Jones Pass,SNOTEL,"{'latitude': '39.764499664306641', 'longitude': '-105.90622711181641'}",3169.919921875,"{'county': 'Grand', 'state': 'Colorado', 'site_comments': 'beginDate=9/30/1999 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100010402|HUD=14010001|TimeZone=-8.0|actonId=05K21S|shefId=JNPC2|stationTriplet=970:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:552_OR_SNTL,552_OR_SNTL,Jump Off Joe,SNOTEL,"{'latitude': '44.386051177978516', 'longitude': '-122.16683197021484'}",1072.89599609375,"{'county': 'Linn', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170900060201|HUD=17090006|TimeZone=-8.0|actonId=22E07S|shefId=JOJO3|stationTriplet=552:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:553_WA_SNTL,553_WA_SNTL,June Lake,SNOTEL,"{'latitude': '46.147781372070313', 'longitude': '-122.15412902832031'}",1048.511962890625,"{'county': 'Skamania', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170800020304|HUD=17080002|TimeZone=-8.0|actonId=22C09S|shefId=MRBW1|stationTriplet=553:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1063_AK_SNTL,1063_AK_SNTL,Kachemak Creek,SNOTEL,"{'latitude': '59.728931427001953', 'longitude': '-150.6611328125'}",505.96798706054688,"{'county': 'Kenai Peninsula', 'state': 'Alaska', 'site_comments': 'beginDate=9/30/2003 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190203011101|HUD=19020301|TimeZone=-9.0|actonId=50K07S|shefId=KCKA2|stationTriplet=1063:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1150_NV_SNTL,1150_NV_SNTL,Kalamazoo,SNOTEL,"{'latitude': '39.557899475097656', 'longitude': '-114.62761688232422'}",2369.820068359375,"{'county': 'White Pine', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/2011 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160600080700|HUD=16060008|TimeZone=-8.0|actonId=14K10S|shefId=KALN2|stationTriplet=1150:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1072_AK_SNTL,1072_AK_SNTL,Kantishna,SNOTEL,"{'latitude': '63.541671752929688', 'longitude': '-150.99400329589844'}",472.44000244140625,"{'county': 'Denali', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/2004 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190803101805|HUD=19040510|TimeZone=-9.0|actonId=50O01S|shefId=KTSA2|stationTriplet=1072:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:554_WY_SNTL,554_WY_SNTL,Kelley R.S.,SNOTEL,"{'latitude': '42.265541076660156', 'longitude': '-110.80177307128906'}",2493.263916015625,"{'county': 'Lincoln', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1963 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401070501|HUD=14040107|TimeZone=-8.0|actonId=10G12S|shefId=KLLW4|stationTriplet=554:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1175_AK_SNTL,1175_AK_SNTL,Kelly Station,SNOTEL,"{'latitude': '67.9333267211914', 'longitude': '-162.2833251953125'}",94.487998962402344,"{'county': 'Northwest Arctic', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1991 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190504030802|HUD=19050403|TimeZone=-9.0|actonId=62S01S|shefId=KLLA2|stationTriplet=1175:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:966_AK_SNTL,966_AK_SNTL,Kenai Moose Pens,SNOTEL,"{'latitude': '60.727001190185547', 'longitude': '-150.47517395019531'}",91.44000244140625,"{'county': 'Kenai Peninsula', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1982 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190203021601|HUD=19020302|TimeZone=-9.0|actonId=50L02S|shefId=KMPA2|stationTriplet=966:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:555_WY_SNTL,555_WY_SNTL,Kendall R.S.,SNOTEL,"{'latitude': '43.249298095703125', 'longitude': '-110.01661682128906'}",2359.152099609375,"{'county': 'Sublette', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1984 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401010302|HUD=14040101|TimeZone=-8.0|actonId=10F15S|shefId=KNDW4|stationTriplet=555:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1145_UT_SNTL,1145_UT_SNTL,Kilfoil Creek,SNOTEL,"{'latitude': '41.247638702392578', 'longitude': '-111.41249084472656'}",2200.656005859375,"{'county': 'Morgan', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160201010603|HUD=16020101|TimeZone=-8.0|actonId=11H31S|shefId=KILU1|stationTriplet=1145:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:556_CO_SNTL,556_CO_SNTL,Kiln,SNOTEL,"{'latitude': '39.317241668701172', 'longitude': '-106.61453247070313'}",2926.080078125,"{'county': 'Pitkin', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100040504|HUD=14010004|TimeZone=-8.0|actonId=06K30S|shefId=KLNC2|stationTriplet=556:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:557_UT_SNTL,557_UT_SNTL,Kimberly Mine,SNOTEL,"{'latitude': '38.483829498291016', 'longitude': '-112.39273071289063'}",2773.98486328125,"{'county': 'Piute', 'state': 'Utah', 'site_comments': 'beginDate=7/23/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300030104|HUD=16030003|TimeZone=-8.0|actonId=12L06S|shefId=KMNU1|stationTriplet=557:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:558_OR_SNTL,558_OR_SNTL,King Mountain,SNOTEL,"{'latitude': '42.723949432373047', 'longitude': '-123.20037078857422'}",1322.83203125,"{'county': 'Jackson', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171003020701|HUD=17100302|TimeZone=-8.0|actonId=23G09S|shefId=KIMO3|stationTriplet=558:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:559_UT_SNTL,559_UT_SNTL,Kings Cabin,SNOTEL,"{'latitude': '40.7163200378418', 'longitude': '-109.54400634765625'}",2660.29443359375,"{'county': 'Uintah', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600100303|HUD=14060002|TimeZone=-8.0|actonId=09J01S|shefId=KGCU1|stationTriplet=559:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:560_WY_SNTL,560_WY_SNTL,Kirwin,SNOTEL,"{'latitude': '43.860668182373047', 'longitude': '-109.32163238525391'}",2910.840087890625,"{'county': 'Park', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800090101|HUD=10080009|TimeZone=-8.0|actonId=09F24S|shefId=KRWW4|stationTriplet=560:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1115_UT_SNTL,1115_UT_SNTL,Klondike Narrows,SNOTEL,"{'latitude': '41.967689514160156', 'longitude': '-111.59712982177734'}",2209.800048828125,"{'county': 'Cache', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2009 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160102030302|HUD=16010203|TimeZone=-8.0|actonId=11H01S|shefId=KDNU1|stationTriplet=1115:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:201_AK_SNTL,201_AK_SNTL,KODIAK,SNOTEL,"{'latitude': '57.75', 'longitude': '-152.48333740234375'}",5.7912001609802246,"{'county': 'Kodiak Island', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1982 12:00:00 AM|endDate=10/1/1986 12:00:00 AM|HUC=190207011506|HUD=19020701|TimeZone=-9.0|actonId=SC201|shefId=|stationTriplet=201:AK:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:561_UT_SNTL,561_UT_SNTL,Kolob,SNOTEL,"{'latitude': '37.526641845703125', 'longitude': '-113.05386352539063'}",2823.3623046875,"{'county': 'Iron', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=150100080102|HUD=15010008|TimeZone=-8.0|actonId=13M05S|shefId=KLBU1|stationTriplet=561:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:562_MT_SNTL,562_MT_SNTL,Kraft Creek,SNOTEL,"{'latitude': '47.427490234375', 'longitude': '-113.775146484375'}",1447.800048828125,"{'county': 'Missoula', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102110104|HUD=17010211|TimeZone=-8.0|actonId=13B22S|shefId=KRCM8|stationTriplet=562:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:563_OR_SNTL,563_OR_SNTL,Lake Creek R.S.,SNOTEL,"{'latitude': '44.2100715637207', 'longitude': '-118.63751983642578'}",1597.1519775390625,"{'county': 'Grant', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501160102|HUD=17050116|TimeZone=-8.0|actonId=18E18S|shefId=LKCO3|stationTriplet=563:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:564_CO_SNTL,564_CO_SNTL,Lake Eldora,SNOTEL,"{'latitude': '39.9367790222168', 'longitude': '-105.58956146240234'}",2956.56005859375,"{'county': 'Gilpin', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900050402|HUD=10190005|TimeZone=-8.0|actonId=05J41S|shefId=LELC2|stationTriplet=564:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:565_CO_SNTL,565_CO_SNTL,Lake Irene,SNOTEL,"{'latitude': '40.414321899414063', 'longitude': '-105.81980133056641'}",3261.360107421875,"{'county': 'Grand', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100010302|HUD=14010001|TimeZone=-8.0|actonId=05J10S|shefId=LKIC2|stationTriplet=565:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:566_UT_SNTL,566_UT_SNTL,Lakefork #1,SNOTEL,"{'latitude': '40.597091674804688', 'longitude': '-110.43315887451172'}",3087.014404296875,"{'county': 'Duchesne', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600030705|HUD=14060003|TimeZone=-8.0|actonId=10J10S|shefId=LKFU1|stationTriplet=566:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1116_UT_SNTL,1116_UT_SNTL,Lakefork #3,SNOTEL,"{'latitude': '40.550201416015625', 'longitude': '-110.35289764404297'}",2579.8271484375,"{'county': 'Duchesne', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2009 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600030705|HUD=14060003|TimeZone=-8.0|actonId=10J12S|shefId=LFKU1|stationTriplet=1116:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:513_UT_SNTL,513_UT_SNTL,Lakefork Basin,SNOTEL,"{'latitude': '40.737850189208984', 'longitude': '-110.62120819091797'}",3317.748046875,"{'county': 'Duchesne', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1982 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600030601|HUD=14060003|TimeZone=-8.0|actonId=10J25S|shefId=LBNU1|stationTriplet=513:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:568_MT_SNTL,568_MT_SNTL,Lakeview Ridge,SNOTEL,"{'latitude': '44.589069366455078', 'longitude': '-111.82498168945313'}",2255.52001953125,"{'county': 'Beaverhead', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1960 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200010105|HUD=10020001|TimeZone=-8.0|actonId=11E03S|shefId=LVRM8|stationTriplet=568:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:569_NV_SNTL,569_NV_SNTL,Lamance Creek,SNOTEL,"{'latitude': '41.515419006347656', 'longitude': '-117.63197326660156'}",1949.196044921875,"{'county': 'Humboldt', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160401090603|HUD=16040109|TimeZone=-8.0|actonId=17H07S|shefId=LMCN2|stationTriplet=569:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:570_NV_SNTL,570_NV_SNTL,Lamoille #3,SNOTEL,"{'latitude': '40.644798278808594', 'longitude': '-115.38120269775391'}",2453.94482421875,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160401010607|HUD=16040101|TimeZone=-8.0|actonId=15J06S|shefId=LMLN2|stationTriplet=570:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:571_WY_SNTL,571_WY_SNTL,Laprele Creek,SNOTEL,"{'latitude': '42.435829162597656', 'longitude': '-105.86083221435547'}",2552.699951171875,"{'county': 'Converse', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800071201|HUD=10180007|TimeZone=-8.0|actonId=05G04S|shefId=LPPW4|stationTriplet=571:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1134_WY_SNTL,1134_WY_SNTL,Larsen Creek,SNOTEL,"{'latitude': '42.580101013183594', 'longitude': '-109.08830261230469'}",2743.199951171875,"{'county': 'Sublette', 'state': 'Wyoming', 'site_comments': 'beginDate=8/4/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800060101|HUD=10180006|TimeZone=-8.0|actonId=09G06S|shefId=LCRW4|stationTriplet=1134:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:572_UT_SNTL,572_UT_SNTL,Lasal Mountain,SNOTEL,"{'latitude': '38.482261657714844', 'longitude': '-109.27198028564453'}",2919.37451171875,"{'county': 'Grand', 'state': 'Utah', 'site_comments': 'beginDate=8/8/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140300050404|HUD=14030005|TimeZone=-8.0|actonId=09L03S|shefId=LSMU1|stationTriplet=572:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1215_UT_SNTL,1215_UT_SNTL,Lasal Mountain-Lower,SNOTEL,"{'latitude': '38.481670379638672', 'longitude': '-109.29164123535156'}",2677.058349609375,"{'county': 'San Juan', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2012 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140300050404|HUD=14030005|TimeZone=-8.0|actonId=09L01S|shefId=LMLU1|stationTriplet=1215:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:573_NV_SNTL,573_NV_SNTL,Laurel Draw,SNOTEL,"{'latitude': '41.776371002197266', 'longitude': '-116.02957153320313'}",2036.673583984375,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501040202|HUD=17050104|TimeZone=-8.0|actonId=16H05S|shefId=LADN2|stationTriplet=573:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:574_CA_SNTL,574_CA_SNTL,Leavitt Lake,SNOTEL,"{'latitude': '38.27593994140625', 'longitude': '-119.61280822753906'}",2927.29931640625,"{'county': 'Mono', 'state': 'California', 'site_comments': 'beginDate=10/1/1989 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160503020104|HUD=16050302|TimeZone=-8.0|actonId=19L38S|shefId=LELC1|stationTriplet=574:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
