index,code,name,network,location,elevation_m,site_property
SNOTEL:335_CO_SNTL,335_CO_SNTL,Berthoud Summit,SNOTEL,"{'latitude': '39.803920745849609', 'longitude': '-105.77789306640625'}",3444.239990234375,"{'county': 'Grand', 'state': 'Colorado', 'site_comments': 'beginDate=9/1/1963 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100010202|HUD=14010001|TimeZone=-8.0|actonId=05K14S|shefId=BTSC2|stationTriplet=335:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1182_AK_SNTL,1182_AK_SNTL,Bettles Field,SNOTEL,"{'latitude': '66.916671752929688', 'longitude': '-151.5333251953125'}",195.07200622558594,"{'county': 'Yukon-Koyukuk', 'state': 'Alaska', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=190901012604|HUD=19040601|TimeZone=-9.0|actonId=51R01S|shefId=BFLA2|stationTriplet=1182:AK:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1214_UT_SNTL,1214_UT_SNTL,Bevans Cabin,SNOTEL,"{'latitude': '40.461818695068359', 'longitude': '-112.25232696533203'}",1987.2960205078125,"{'county': 'Tooele', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2012 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160203040401|HUD=16020304|TimeZone=-8.0|actonId=12J02S|shefId=BENU1|stationTriplet=1214:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:336_NV_SNTL,336_NV_SNTL,Big Bend,SNOTEL,"{'latitude': '41.761680603027344', 'longitude': '-115.69309997558594'}",2102.510498046875,"{'county': 'Elko', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501040104|HUD=17050104|TimeZone=-8.0|actonId=15H04S|shefId=BIGN2|stationTriplet=336:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:337_NV_SNTL,337_NV_SNTL,Big Creek Sum,SNOTEL,"{'latitude': '39.291481018066406', 'longitude': '-117.11505889892578'}",2647.18798828125,"{'county': 'Lander', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160401070303|HUD=16040107|TimeZone=-8.0|actonId=17K04S|shefId=BCSN2|stationTriplet=337:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:338_ID_SNTL,338_ID_SNTL,Big Creek Summit,SNOTEL,"{'latitude': '44.6262092590332', 'longitude': '-115.79560852050781'}",1999.488037109375,"{'county': 'Valley', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170602080402|HUD=17060208|TimeZone=-8.0|actonId=15E02S|shefId=BKSI1|stationTriplet=338:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:339_UT_SNTL,339_UT_SNTL,Big Flat,SNOTEL,"{'latitude': '38.301830291748047', 'longitude': '-112.35671997070313'}",3154.375244140625,"{'county': 'Beaver', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300070202|HUD=16030007|TimeZone=-8.0|actonId=12L07S|shefId=BGFU1|stationTriplet=339:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:931_WY_SNTL,931_WY_SNTL,Big Goose,SNOTEL,"{'latitude': '44.579238891601563', 'longitude': '-107.20068359375'}",2435.35205078125,"{'county': 'Sheridan', 'state': 'Wyoming', 'site_comments': 'beginDate=7/22/1998 6:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100901010103|HUD=10090101|TimeZone=-8.0|actonId=07E32S|shefId=BGEW4|stationTriplet=931:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:340_NV_SNTL,340_NV_SNTL,Big Meadow,SNOTEL,"{'latitude': '39.455001831054688', 'longitude': '-119.94219970703125'}",2510.028076171875,"{'county': 'Washoe', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/1983 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160501020505|HUD=16050102|TimeZone=-8.0|actonId=19K08S|shefId=BMWN2|stationTriplet=340:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:341_OR_SNTL,341_OR_SNTL,Big Red Mountain,SNOTEL,"{'latitude': '42.052570343017578', 'longitude': '-122.85487365722656'}",1844.0400390625,"{'county': 'Jackson', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171003090301|HUD=17100309|TimeZone=-8.0|actonId=22G21S|shefId=BRMO3|stationTriplet=341:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:342_WY_SNTL,342_WY_SNTL,Big Sandy Opening,SNOTEL,"{'latitude': '42.645801544189453', 'longitude': '-109.25965118408203'}",2767.583984375,"{'county': 'Sublette', 'state': 'Wyoming', 'site_comments': 'beginDate=3/1/1963 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401040101|HUD=14040104|TimeZone=-8.0|actonId=09G09S|shefId=BGSW4|stationTriplet=342:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:343_OR_SNTL,343_OR_SNTL,Bigelow Camp,SNOTEL,"{'latitude': '42.078750610351563', 'longitude': '-123.34393310546875'}",1563.6240234375,"{'county': 'Josephine', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171003090105|HUD=17100309|TimeZone=-8.0|actonId=23G15S|shefId=BGCO3|stationTriplet=343:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:344_OR_SNTL,344_OR_SNTL,Billie Creek Divide,SNOTEL,"{'latitude': '42.407169342041016', 'longitude': '-122.26616668701172'}",1609.343994140625,"{'county': 'Klamath', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180102030201|HUD=18010203|TimeZone=-8.0|actonId=22G13S|shefId=BCDO3|stationTriplet=344:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1155_NV_SNTL,1155_NV_SNTL,Bird Creek,SNOTEL,"{'latitude': '39.461380004882813', 'longitude': '-114.64862823486328'}",2297.277587890625,"{'county': 'White Pine', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/2011 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160600081304|HUD=16060008|TimeZone=-8.0|actonId=14K01S|shefId=BIRN2|stationTriplet=1155:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:345_CO_SNTL,345_CO_SNTL,Bison Lake,SNOTEL,"{'latitude': '39.764869689941406', 'longitude': '-107.3568115234375'}",3316.22412109375,"{'county': 'Garfield', 'state': 'Colorado', 'site_comments': 'beginDate=9/30/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140100011401|HUD=14010005|TimeZone=-8.0|actonId=07K12S|shefId=BLSC2|stationTriplet=345:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:346_MT_SNTL,346_MT_SNTL,Bisson Creek,SNOTEL,"{'latitude': '47.683891296386719', 'longitude': '-113.99900817871094'}",1499.615966796875,"{'county': 'Lake', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1988 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102120602|HUD=17010212|TimeZone=-8.0|actonId=13B25S|shefId=BISM8|stationTriplet=346:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:347_MT_SNTL,347_MT_SNTL,Black Bear,SNOTEL,"{'latitude': '44.508319854736328', 'longitude': '-111.12802886962891'}",2490.216064453125,"{'county': 'Gallatin', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1967 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200070202|HUD=10020007|TimeZone=-8.0|actonId=11E35S|shefId=BLBM8|stationTriplet=347:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:348_UT_SNTL,348_UT_SNTL,Black Flat-U.M. Ck,SNOTEL,"{'latitude': '38.679901123046875', 'longitude': '-111.59764862060547'}",2869.38720703125,"{'county': 'Sevier', 'state': 'Utah', 'site_comments': 'beginDate=6/19/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140700030101|HUD=14070003|TimeZone=-8.0|actonId=11L04S|shefId=BFTU1|stationTriplet=348:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1185_CO_SNTL,1185_CO_SNTL,Black Mesa,SNOTEL,"{'latitude': '37.789718627929688', 'longitude': '-108.18364715576172'}",3529.583984375,"{'county': 'Dolores', 'state': 'Colorado', 'site_comments': 'beginDate=7/28/2011 1:00:00 PM|endDate=1/1/2100 12:00:00 AM|HUC=140300020103|HUD=14030002|TimeZone=-8.0|actonId=08M12S|shefId=BMSC2|stationTriplet=1185:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1161_CO_SNTL,1161_CO_SNTL,Black Mountain,SNOTEL,"{'latitude': '40.88800048828125', 'longitude': '-105.66397094726563'}",2718.81591796875,"{'county': 'Larimer', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101900070501|HUD=10190007|TimeZone=-8.0|actonId=05J28S|shefId=BMNC2|stationTriplet=1161:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:349_MT_SNTL,349_MT_SNTL,Black Pine,SNOTEL,"{'latitude': '46.41400146484375', 'longitude': '-113.43094635009766'}",2197.60791015625,"{'county': 'Granite', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1965 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102020203|HUD=17010202|TimeZone=-8.0|actonId=13C13S|shefId=BLKM8|stationTriplet=349:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1119_WY_SNTL,1119_WY_SNTL,Blackhall Mtn,SNOTEL,"{'latitude': '41.056159973144531', 'longitude': '-106.71383666992188'}",2993.135986328125,"{'county': 'Carbon', 'state': 'Wyoming', 'site_comments': 'beginDate=8/7/2009 6:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800020504|HUD=10180002|TimeZone=-8.0|actonId=06H26S|shefId=BLHW4|stationTriplet=1119:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1162_UT_SNTL,1162_UT_SNTL,Blacks Fork Jct,SNOTEL,"{'latitude': '40.9581413269043', 'longitude': '-110.58280181884766'}",2703.271240234375,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=10/23/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401070303|HUD=14040107|TimeZone=-8.0|actonId=10J22S|shefId=BLJU1|stationTriplet=1162:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1144_MT_SNTL,1144_MT_SNTL,Blacktail Mtn,SNOTEL,"{'latitude': '47.982879638671875', 'longitude': '-114.35430145263672'}",1722.1199951171875,"{'county': 'Flathead', 'state': 'Montana', 'site_comments': 'beginDate=8/25/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170102080302|HUD=17010208|TimeZone=-8.0|actonId=14B04S|shefId=BLTM8|stationTriplet=1144:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:350_WY_SNTL,350_WY_SNTL,Blackwater,SNOTEL,"{'latitude': '44.376670837402344', 'longitude': '-109.79332733154297'}",2980.944091796875,"{'county': 'Park', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800120209|HUD=10080012|TimeZone=-8.0|actonId=09E13S|shefId=BLWW4|stationTriplet=350:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:351_OR_SNTL,351_OR_SNTL,Blazed Alder,SNOTEL,"{'latitude': '45.4286994934082', 'longitude': '-121.85604858398438'}",1112.52001953125,"{'county': 'Clackamas', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170800010102|HUD=17080001|TimeZone=-8.0|actonId=21D33S|shefId=BLAO3|stationTriplet=351:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:352_WA_SNTL,352_WA_SNTL,Blewett Pass,SNOTEL,"{'latitude': '47.350368499755859', 'longitude': '-120.67960357666016'}",1292.35205078125,"{'county': 'Chelan', 'state': 'Washington', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170200110501|HUD=17020011|TimeZone=-8.0|actonId=20B02S|shefId=BPAW1|stationTriplet=352:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:353_WY_SNTL,353_WY_SNTL,Blind Bull Sum,SNOTEL,"{'latitude': '42.9640007019043', 'longitude': '-110.60973358154297'}",2636.52001953125,"{'county': 'Sublette', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401010402|HUD=14040101|TimeZone=-8.0|actonId=10G02S|shefId=BBSW4|stationTriplet=353:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:354_SD_SNTL,354_SD_SNTL,Blind Park,SNOTEL,"{'latitude': '44.107719421386719', 'longitude': '-103.97688293457031'}",2100.072021484375,"{'county': 'Pennington', 'state': 'South Dakota', 'site_comments': 'beginDate=10/1/1989 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101201100104|HUD=10120110|TimeZone=-8.0|actonId=03E03S|shefId=BLPS2|stationTriplet=354:SD:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:355_MT_SNTL,355_MT_SNTL,Bloody Dick,SNOTEL,"{'latitude': '45.165069580078125', 'longitude': '-113.50099182128906'}",2316.47998046875,"{'county': 'Beaverhead', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1976 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100200011002|HUD=10020001|TimeZone=-8.0|actonId=13D10S|shefId=BLOM8|stationTriplet=355:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:356_CA_SNTL,356_CA_SNTL,Blue Lakes,SNOTEL,"{'latitude': '38.608001708984375', 'longitude': '-119.92436981201172'}",2458.821533203125,"{'county': 'Alpine', 'state': 'California', 'site_comments': 'beginDate=10/1/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=180400120101|HUD=18040012|TimeZone=-8.0|actonId=19L05S|shefId=BLAC1|stationTriplet=356:CA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:357_OR_SNTL,357_OR_SNTL,Blue Mountain Spring,SNOTEL,"{'latitude': '44.2476692199707', 'longitude': '-118.51721954345703'}",1789.176025390625,"{'county': 'Grant', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170501160104|HUD=17050116|TimeZone=-8.0|actonId=18E16S|shefId=BLPO3|stationTriplet=357:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1278_UT_SNTL,1278_UT_SNTL,Bobs Hollow,SNOTEL,"{'latitude': '38.9456901550293', 'longitude': '-112.15348815917969'}",2840.43115234375,"{'county': 'Millard', 'state': 'Utah', 'site_comments': 'beginDate=10/6/2016 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300051401|HUD=|TimeZone=-8.0|actonId=12L16S|shefId=|stationTriplet=1278:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:978_ID_SNTL,978_ID_SNTL,Bogus Basin,SNOTEL,"{'latitude': '43.763771057128906', 'longitude': '-116.09684753417969'}",1932.4320068359375,"{'county': 'Boise', 'state': 'Idaho', 'site_comments': 'beginDate=9/21/1999 2:00:00 PM|endDate=1/1/2100 12:00:00 AM|HUC=170501220201|HUD=17050114|TimeZone=-8.0|actonId=16F02S|shefId=BOGI1|stationTriplet=978:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:358_WY_SNTL,358_WY_SNTL,Bone Springs Div,SNOTEL,"{'latitude': '44.678878784179688', 'longitude': '-107.58110046386719'}",2849.8798828125,"{'county': 'Sheridan', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100800100102|HUD=10080010|TimeZone=-8.0|actonId=07E18S|shefId=BSDW4|stationTriplet=358:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:359_ID_SNTL,359_ID_SNTL,Bostetter R.S.,SNOTEL,"{'latitude': '42.164421081542969', 'longitude': '-114.19271850585938'}",2286,"{'county': 'Cassia', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170402120201|HUD=17040212|TimeZone=-8.0|actonId=14G01S|shefId=BTRI1|stationTriplet=359:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:360_MT_SNTL,360_MT_SNTL,Boulder Mountain,SNOTEL,"{'latitude': '46.559600830078125', 'longitude': '-111.28972625732422'}",2423.159912109375,"{'county': 'Meagher', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1976 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100301030501|HUD=10030103|TimeZone=-8.0|actonId=11C01S|shefId=BOMM8|stationTriplet=360:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:361_OR_SNTL,361_OR_SNTL,Bourne,SNOTEL,"{'latitude': '44.830520629882813', 'longitude': '-118.1878662109375'}",1783.0799560546875,"{'county': 'Baker', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170502030101|HUD=17050203|TimeZone=-8.0|actonId=18E05S|shefId=BORO3|stationTriplet=361:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:362_OR_SNTL,362_OR_SNTL,Bowman Springs,SNOTEL,"{'latitude': '45.364280700683594', 'longitude': '-118.46714782714844'}",1380.7440185546875,"{'county': 'Umatilla', 'state': 'Oregon', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170701030401|HUD=17070103|TimeZone=-8.0|actonId=18D20S|shefId=BMSO3|stationTriplet=362:OR:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:363_MT_SNTL,363_MT_SNTL,Box Canyon,SNOTEL,"{'latitude': '45.271900177001953', 'longitude': '-110.24903106689453'}",2033.0159912109375,"{'county': 'Park', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1976 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100700020902|HUD=10070002|TimeZone=-8.0|actonId=10D31S|shefId=BOXM8|stationTriplet=363:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:364_UT_SNTL,364_UT_SNTL,Box Creek,SNOTEL,"{'latitude': '38.508090972900391', 'longitude': '-112.01856231689453'}",3003.1943359375,"{'county': 'Sevier', 'state': 'Utah', 'site_comments': 'beginDate=8/4/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020106|HUD=16030002|TimeZone=-8.0|actonId=12L04S|shefId=BXCU1|stationTriplet=364:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1156_UT_SNTL,1156_UT_SNTL,Box Springs,SNOTEL,"{'latitude': '38.497459411621094', 'longitude': '-112.00778961181641'}",2812.6943359375,"{'county': 'Piute', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2010 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020107|HUD=16030003|TimeZone=-8.0|actonId=12L05S|shefId=SQUU1|stationTriplet=1156:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:365_MT_SNTL,365_MT_SNTL,Brackett Creek,SNOTEL,"{'latitude': '45.891071319580078', 'longitude': '-110.93850708007813'}",2231.135986328125,"{'county': 'Gallatin', 'state': 'Montana', 'site_comments': 'beginDate=8/1/1992 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=100700030403|HUD=10020008|TimeZone=-8.0|actonId=10D35S|shefId=BRCM8|stationTriplet=365:MT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1154_UT_SNTL,1154_UT_SNTL,Brian Head,SNOTEL,"{'latitude': '37.679939270019531', 'longitude': '-112.85674285888672'}",3059.88720703125,"{'county': 'Iron', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2011 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300060201|HUD=16030006|TimeZone=-8.0|actonId=12M14S|shefId=BRHU1|stationTriplet=1154:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:252_MT_SNTL,252_MT_SNTL,BRIDGER BOWL,SNOTEL,"{'latitude': '45.799999237060547', 'longitude': '-110.91667175292969'}",2209.800048828125,"{'county': 'Gallatin', 'state': 'Montana', 'site_comments': 'beginDate=10/1/1965 12:00:00 AM|endDate=10/1/1997 12:00:00 AM|HUC=100200080801|HUD=10020008|TimeZone=-8.0|actonId=|shefId=|stationTriplet=252:MT:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:366_UT_SNTL,366_UT_SNTL,Brighton,SNOTEL,"{'latitude': '40.599361419677734', 'longitude': '-111.58167266845703'}",2671.876708984375,"{'county': 'Salt Lake', 'state': 'Utah', 'site_comments': 'beginDate=9/24/1986 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202040201|HUD=16020204|TimeZone=-8.0|actonId=11J57S|shefId=BRIU1|stationTriplet=366:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1111_NV_SNTL,1111_NV_SNTL,Bristlecone Trail,SNOTEL,"{'latitude': '36.315750122070313', 'longitude': '-115.69542694091797'}",2709.672119140625,"{'county': 'Clark', 'state': 'Nevada', 'site_comments': 'beginDate=10/1/2008 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=150100150206|HUD=15010015|TimeZone=-8.0|actonId=15N09S|shefId=BRSN2|stationTriplet=1111:NV:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:367_WY_SNTL,367_WY_SNTL,Brooklyn Lake,SNOTEL,"{'latitude': '41.358848571777344', 'longitude': '-106.23209381103516'}",3121.152099609375,"{'county': 'Albany', 'state': 'Wyoming', 'site_comments': 'beginDate=10/1/1962 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=101800100502|HUD=10180010|TimeZone=-8.0|actonId=06H13S|shefId=BKLW4|stationTriplet=367:WY:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:368_UT_SNTL,368_UT_SNTL,Brown Duck,SNOTEL,"{'latitude': '40.581020355224609', 'longitude': '-110.58586883544922'}",3222.955078125,"{'county': 'Duchesne', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600030604|HUD=14060003|TimeZone=-8.0|actonId=10J30S|shefId=BNDU1|stationTriplet=368:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1080_WA_SNTL,1080_WA_SNTL,Brown Top,SNOTEL,"{'latitude': '48.92755126953125', 'longitude': '-121.19712829589844'}",1776.9840087890625,"{'county': 'Whatcom', 'state': 'Washington', 'site_comments': 'beginDate=9/15/2009 11:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=171100050601|HUD=17110005|TimeZone=-8.0|actonId=21A28S|shefId=BRTW1|stationTriplet=1080:WA:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:369_CO_SNTL,369_CO_SNTL,Brumley,SNOTEL,"{'latitude': '39.087661743164063', 'longitude': '-106.54170227050781'}",3230.8798828125,"{'county': 'Lake', 'state': 'Colorado', 'site_comments': 'beginDate=10/1/1979 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=110200010101|HUD=11020001|TimeZone=-8.0|actonId=06K40S|shefId=BRMC2|stationTriplet=369:CO:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:370_ID_SNTL,370_ID_SNTL,Brundage Reservoir,SNOTEL,"{'latitude': '45.04315185546875', 'longitude': '-116.13253021240234'}",1905,"{'county': 'Adams', 'state': 'Idaho', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=170602100104|HUD=17060210|TimeZone=-8.0|actonId=16D09S|shefId=BRRI1|stationTriplet=370:ID:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:371_UT_SNTL,371_UT_SNTL,Buck Flat,SNOTEL,"{'latitude': '39.133998870849609', 'longitude': '-111.43721771240234'}",2867.86328125,"{'county': 'Sanpete', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600090302|HUD=14060009|TimeZone=-8.0|actonId=11K31S|shefId=BUFU1|stationTriplet=371:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:1192_UT_SNTL,1192_UT_SNTL,Buck Pasture,SNOTEL,"{'latitude': '40.844558715820313', 'longitude': '-110.66068267822266'}",2935.83349609375,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=11/23/2011 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140401070301|HUD=14040107|TimeZone=-8.0|actonId=10J23S|shefId=BCZU1|stationTriplet=1192:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
SNOTEL:372_AZ_SNTL,372_AZ_SNTL,Buck Spring,SNOTEL,"{'latitude': '34.114120483398438', 'longitude': '-109.84761810302734'}",2255.52001953125,"{'county': 'Apache', 'state': 'Arizona', 'site_comments': 'beginDate=6/1/1984 12:00:00 AM|endDate=10/1/1997 12:00:00 AM|HUC=150200050101|HUD=15060102|TimeZone=-8.0|actonId=09R11S|shefId=BKSA3|stationTriplet=372:AZ:SNTL|isActive=False', 'pos_accuracy_m': '0'}"
SNOTEL:1153_UT_SNTL,1153_UT_SNTL,Buckboard Flat,SNOTEL,"{'latitude': '37.869430541992188', 'longitude': '-109.44716644287109'}",2720.03515625,"{'county': 'San Juan', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2012 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140802030103|HUD=14080203|TimeZone=-8.0|actonId=09M01S|shefId=BUCU1|stationTriplet=1153:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}"
